,Key variable: unique archived identifier,Rounded dwelling weight for 2 year Physical Survey sample,aagph1516,Tenure with vacancy,tenure4x,tenure2x,vacantx,gorEHS,region3x,govreg1
7707,16170016712,3901,3901,owner occupied - occupied,1,1,1,10,3,4
7708,16170016713,5330,5944,private rented - occupied,2,1,1,10,3,4
7709,16170016716,926,982,private rented - occupied,2,1,1,6,3,2
7710,16170016717,1921,1921,owner occupied - occupied,1,1,1,5,3,2
7711,16170016721,2365,2365,owner occupied - occupied,1,1,1,4,1,1
7712,16170016725,585,587,housing association - occupied,4,2,1,6,3,2
7713,16170016729,1920,1927,owner occupied - occupied,1,1,1,6,3,2
7714,16170016736,743,835,private rented - occupied,2,1,1,9,2,4
7715,16170016738,8470,9213,private rented - occupied,2,1,1,8,2,3
7716,16170016740,896,975,private rented - occupied,2,1,1,8,2,3
7717,16170016747,682,720,private rented - occupied,2,1,1,2,1,1
7718,16170016749,1849,1851,owner occupied - occupied,1,1,1,10,3,4
7719,16170016752,1446,1488,private rented - occupied,2,1,1,2,1,1
7720,16170016754,3285,3285,housing association - occupied,4,2,1,2,1,1
7721,16170016757,636,636,local authority - occupied,3,2,1,1,1,1
7722,16170016766,1296,1299,owner occupied - occupied,1,1,1,9,2,4
7723,16170016768,621,621,local authority - occupied,3,2,1,5,3,2
7724,16170016776,1625,1767,private rented - occupied,2,1,1,8,2,3
7725,16170016780,1921,1954,local authority - occupied,3,2,1,8,2,3
7726,16170016796,678,693,local authority - occupied,3,2,1,7,3,4
7727,16170016799,812,820,owner occupied - occupied,1,1,1,8,2,3
7728,16170016805,3949,3952,owner occupied - occupied,1,1,1,1,1,1
7729,16170016814,2481,2483,owner occupied - occupied,1,1,1,1,1,1
7730,16170016815,2754,2764,owner occupied - occupied,1,1,1,6,3,2
7731,16170016816,1902,1903,owner occupied - occupied,1,1,1,2,1,1
7732,16170016818,3953,4088,local authority - occupied,3,2,1,7,3,4
7733,16170016823,4268,4268,owner occupied - occupied,1,1,1,4,1,1
7734,16170016824,694,714,housing association - occupied,4,2,1,6,3,2
7735,16170016828,489,494,housing association - occupied,4,2,1,2,1,1
7736,16170016843,544,544,housing association - occupied,4,2,1,1,1,1
7737,16170016845,6122,6138,owner occupied - occupied,1,1,1,9,2,4
7738,16170016847,1049,1107,private rented - occupied,2,1,1,2,1,1
7739,16170016850,3583,3585,owner occupied - occupied,1,1,1,10,3,4
7740,16170016859,6894,7123,private rented - occupied,2,1,1,4,1,1
7741,16170016866,1951,1956,owner occupied - occupied,1,1,1,9,2,4
7742,16170016877,3080,3350,private rented - occupied,2,1,1,8,2,3
7743,16170016889,833,884,private rented - occupied,2,1,1,6,3,2
7744,16170016892,1095,1161,private rented - occupied,2,1,1,6,3,2
7745,16170016899,1337, ,housing association - vacant,4,2,2,2,1,1
7746,16170016901,2334,2341,owner occupied - occupied,1,1,1,9,2,4
7747,16170016908,1241,1244,owner occupied - occupied,1,1,1,9,2,4
7748,16170016915,2252,2252,owner occupied - occupied,1,1,1,4,1,1
7749,16170016916,633,655,local authority - occupied,3,2,1,7,3,4
7750,16170016917,1290,1290,owner occupied - occupied,1,1,1,10,3,4
7751,16170016920,1534,1535,owner occupied - occupied,1,1,1,10,3,4
7752,16170016922,1291,1370,private rented - occupied,2,1,1,6,3,2
7753,16170016923,523,523,local authority - occupied,3,2,1,5,3,2
7754,16170016924,1038,1062,private rented - occupied,2,1,1,9,2,4
7755,16170016930,1725,1730,owner occupied - occupied,1,1,1,9,2,4
7756,16170016936,426,433,local authority - occupied,3,2,1,8,2,3
7757,16170016937,602,610,local authority - occupied,3,2,1,1,1,1
7758,16170016940,710,710,housing association - occupied,4,2,1,2,1,1
7759,16170016943,1465,1465,local authority - occupied,3,2,1,5,3,2
7760,16170016948,653,665,local authority - occupied,3,2,1,7,3,4
7761,16170016951,2725,2727,owner occupied - occupied,1,1,1,10,3,4
7762,16170016962,971,975,owner occupied - occupied,1,1,1,6,3,2
7763,16170016966,940,992,private rented - occupied,2,1,1,2,1,1
7764,16170016968,3085,3133,private rented - occupied,2,1,1,5,3,2
7765,16170016969,3092,3199,housing association - occupied,4,2,1,8,2,3
7766,16170016971,3112,3301,private rented - occupied,2,1,1,6,3,2
7767,16170016975,926,932,housing association - occupied,4,2,1,5,3,2
7768,16170016984,3377,3377,owner occupied - occupied,1,1,1,4,1,1
7769,16170016985,1865,1872,owner occupied - occupied,1,1,1,7,3,4
7770,16170016988,498,498,housing association - occupied,4,2,1,7,3,4
7771,16170016989,546,568,housing association - occupied,4,2,1,4,1,1
7772,16170016994,1686,1724,private rented - occupied,2,1,1,2,1,1
7773,16170016996,1449,1455,owner occupied - occupied,1,1,1,6,3,2
7774,16170017000,1795,1800,owner occupied - occupied,1,1,1,9,2,4
7775,16170017006,737,754,local authority - occupied,3,2,1,8,2,3
7776,16170017007,1479,1486,private rented - occupied,2,1,1,1,1,1
7777,16170017008,1338,1359,private rented - occupied,2,1,1,5,3,2
7778,16170017009,1701,1701,owner occupied - occupied,1,1,1,5,3,2
7779,16170017013,4528,4678,private rented - occupied,2,1,1,4,1,1
7780,16170017019,517,517,housing association - occupied,4,2,1,1,1,1
7781,16170017027,1791,1796,housing association - occupied,4,2,1,10,3,4
7782,16170017028,882,882,housing association - occupied,4,2,1,2,1,1
7783,16170017033,1037,1048,housing association - occupied,4,2,1,2,1,1
7784,16170017035,520,520,local authority - occupied,3,2,1,9,2,4
7785,16170017036,595,607,local authority - occupied,3,2,1,7,3,4
7786,16170017037,398,398,local authority - occupied,3,2,1,5,3,2
7787,16170017046,1681,1875,private rented - occupied,2,1,1,10,3,4
7788,16170017048,2359,2359,owner occupied - occupied,1,1,1,4,1,1
7789,16170017055,3390,3390,owner occupied - occupied,1,1,1,6,3,2
7790,16170017057,2196,2202,owner occupied - occupied,1,1,1,9,2,4
7791,16170017064,515,515,housing association - occupied,4,2,1,4,1,1
7792,16170017068,1214,1214,local authority - occupied,3,2,1,5,3,2
7793,16170017073,835,879,housing association - occupied,4,2,1,7,3,4
7794,16170017074,1149,1213,private rented - occupied,2,1,1,2,1,1
7795,16170017076,2282,2290,owner occupied - occupied,1,1,1,7,3,4
7796,16170017085,1733,1794,housing association - occupied,4,2,1,8,2,3
7797,16170017089,1840,2002,private rented - occupied,2,1,1,8,2,3
7798,16170017094,518,530,housing association - occupied,4,2,1,2,1,1
7799,16170017096,2924,2935,owner occupied - occupied,1,1,1,6,3,2
7800,16170017099,1456,1460,owner occupied - occupied,1,1,1,9,2,4
7801,16170017112,3726,3739,owner occupied - occupied,1,1,1,7,3,4
7802,16170017115,1361,1365,owner occupied - occupied,1,1,1,9,2,4
7803,16170017121,4018,4019,owner occupied - occupied,1,1,1,2,1,1
7804,16170017124,2434,2434,local authority - occupied,3,2,1,2,1,1
7805,16170017130,815,815,local authority - occupied,3,2,1,4,1,1
7806,16170017133,710,710,housing association - occupied,4,2,1,5,3,2
7807,16170017137,6002,6002,owner occupied - occupied,1,1,1,4,1,1
7808,16170017143,2937,2942,owner occupied - occupied,1,1,1,8,2,3
7809,16170017149,1478,1608,private rented - occupied,2,1,1,8,2,3
7810,16170017162,1084,1109,private rented - occupied,2,1,1,2,1,1
7811,16170017178,4815,4817,owner occupied - occupied,1,1,1,2,1,1
7812,16170017179,513,533,housing association - occupied,4,2,1,4,1,1
7813,16170017203,326,326,local authority - occupied,3,2,1,5,3,2
7814,16170017204,316,322,local authority - occupied,3,2,1,8,2,3
7815,16170017205,1359,1363,owner occupied - occupied,1,1,1,7,3,4
7816,16170017216,1323,1326,owner occupied - occupied,1,1,1,9,2,4
7817,16170017222,2860,2868,owner occupied - occupied,1,1,1,9,2,4
7818,16170017227,1761,1762,owner occupied - occupied,1,1,1,2,1,1
7819,16170017232,898,898,owner occupied - occupied,1,1,1,1,1,1
7820,16170017235,518,518,local authority - occupied,3,2,1,5,3,2
7821,16170017241,1530,1531,owner occupied - occupied,1,1,1,10,3,4
7822,16170017242,353,361,local authority - occupied,3,2,1,8,2,3
7823,16170017254,688,715,housing association - occupied,4,2,1,4,1,1
7824,16170017257,3987,3987,owner occupied - occupied,1,1,1,5,3,2
7825,16170017263,808,808,housing association - occupied,4,2,1,10,3,4
7826,16170017264,3120,3120,local authority - occupied,3,2,1,5,3,2
7827,16170017267,503,509,housing association - occupied,4,2,1,2,1,1
7828,16170017276,1073,1073,housing association - occupied,4,2,1,7,3,4
7829,16170017279,2823,2823,housing association - occupied,4,2,1,2,1,1
7830,16170017282,1723,1723,owner occupied - occupied,1,1,1,2,1,1
7831,16170017284,858,957,private rented - occupied,2,1,1,10,3,4
7832,16170017289,2064,2072,owner occupied - occupied,1,1,1,6,3,2
7833,16170017290,1057,1060,housing association - occupied,4,2,1,10,3,4
7834,16170017296,3144,3178,housing association - occupied,4,2,1,9,2,4
7835,16170017302,1633,1638,housing association - occupied,4,2,1,10,3,4
7836,16170017305,736,738,housing association - occupied,4,2,1,10,3,4
7837,16170017308,2234,2236,owner occupied - occupied,1,1,1,10,3,4
7838,16170017310,624,630,housing association - occupied,4,2,1,2,1,1
7839,16170017312,529,537,local authority - occupied,3,2,1,6,3,2
7840,16170017313,3991,3992,owner occupied - occupied,1,1,1,2,1,1
7841,16170017314,425,440,local authority - occupied,3,2,1,9,2,4
7842,16170017318,1926, ,private rented - vacant,2,1,2,10,3,4
7843,16170017323,1475,1475,owner occupied - occupied,1,1,1,2,1,1
7844,16170017328,442,442,housing association - occupied,4,2,1,1,1,1
7845,16170017329,2391,2460,housing association - occupied,4,2,1,6,3,2
7846,16170017334,1180,1207,housing association - occupied,4,2,1,8,2,3
7847,16170017340,1724,1724,owner occupied - occupied,1,1,1,4,1,1
7848,16170017352,1326,1442,private rented - occupied,2,1,1,8,2,3
7849,16170017355,2759,2763,owner occupied - occupied,1,1,1,8,2,3
7850,16170017359,3085,3097,owner occupied - occupied,1,1,1,6,3,2
7851,16170017361,1522,1525,owner occupied - occupied,1,1,1,8,2,3
7852,16170017366,6330,6885,private rented - occupied,2,1,1,8,2,3
7853,16170017367,2467,2467,owner occupied - occupied,1,1,1,4,1,1
7854,16170017374,594,594,local authority - occupied,3,2,1,4,1,1
7855,16170017379,509,509,housing association - occupied,4,2,1,1,1,1
7856,16170017381,1926, ,private rented - vacant,2,1,2,10,3,4
7857,16170017383,1601,1602,owner occupied - occupied,1,1,1,10,3,4
7858,16170017385,599,599,housing association - occupied,4,2,1,9,2,4
7859,16170017387,2685,2696,owner occupied - occupied,1,1,1,6,3,2
7860,16170017388,593,593,housing association - occupied,4,2,1,1,1,1
7861,16170017392,642,649,housing association - occupied,4,2,1,9,2,4
7862,16170017398,513,513,housing association - occupied,4,2,1,1,1,1
7863,16170017402,499,499,local authority - occupied,3,2,1,2,1,1
7864,16170017406,1991,1991,owner occupied - occupied,1,1,1,4,1,1
7865,16170017410,413,413,local authority - occupied,3,2,1,1,1,1
7866,16170017411,923,932,housing association - occupied,4,2,1,2,1,1
7867,16170017414,1768,1769,owner occupied - occupied,1,1,1,10,3,4
7868,16170017415,1446,1468,private rented - occupied,2,1,1,10,3,4
7869,16170017419,698,735,housing association - occupied,4,2,1,7,3,4
7870,16170017421,488,488,housing association - occupied,4,2,1,2,1,1
7871,16170017424,960,993,housing association - occupied,4,2,1,8,2,3
7872,16170017425,615,615,owner occupied - occupied,1,1,1,2,1,1
7873,16170017433,1656,1661,owner occupied - occupied,1,1,1,9,2,4
7874,16170017441,2694,2696,owner occupied - occupied,1,1,1,10,3,4
7875,16170017444,3971,3987,owner occupied - occupied,1,1,1,6,3,2
7876,16170017445,1779,1784,owner occupied - occupied,1,1,1,9,2,4
7877,16170017453,1400,1449,housing association - occupied,4,2,1,8,2,3
7878,16170017456,4088,4099,owner occupied - occupied,1,1,1,9,2,4
7879,16170017463,899,909,housing association - occupied,4,2,1,2,1,1
7880,16170017465,427,432,local authority - occupied,3,2,1,1,1,1
7881,16170017466,1446,1450,owner occupied - occupied,1,1,1,9,2,4
7882,16170017467,1126,1130,owner occupied - occupied,1,1,1,7,3,4
7883,16170017468,767,767,housing association - occupied,4,2,1,8,2,3
7884,16170017471,692,692,owner occupied - occupied,1,1,1,2,1,1
7885,16170017473,1110,1247,private rented - occupied,2,1,1,9,2,4
7886,16170017484,834,843,housing association - occupied,4,2,1,2,1,1
7887,16170017485,968,968,local authority - occupied,3,2,1,10,3,4
7888,16170017486,1018,1018,owner occupied - occupied,1,1,1,9,2,4
7889,16170017488,1507,1507,local authority - occupied,3,2,1,9,2,4
7890,16170017491,617,617,housing association - occupied,4,2,1,2,1,1
7891,16170017494,1290,1290,housing association - occupied,4,2,1,8,2,3
7892,16170017495,520,527,local authority - occupied,3,2,1,1,1,1
7893,16170017502,1274,1284,private rented - occupied,2,1,1,7,3,4
7894,16170017504,1148,1148,housing association - occupied,4,2,1,4,1,1
7895,16170017505,554,554,housing association - occupied,4,2,1,7,3,4
7896,16170017510,835,870,private rented - occupied,2,1,1,7,3,4
7897,16170017512,1772,1778,owner occupied - occupied,1,1,1,7,3,4
7898,16170017513,1844,1873,private rented - occupied,2,1,1,5,3,2
7899,16170017521,1038,1038,owner occupied - occupied,1,1,1,2,1,1
7900,16170017526,1167,1171,owner occupied - occupied,1,1,1,7,3,4
7901,16170017528,2216,2216,local authority - occupied,3,2,1,9,2,4
7902,16170017530,1718,1719,owner occupied - occupied,1,1,1,1,1,1
7903,16170017534,3830,3840,owner occupied - occupied,1,1,1,9,2,4
7904,16170017536,2199,2199,owner occupied - occupied,1,1,1,9,2,4
7905,16170017542,4047,4057,owner occupied - occupied,1,1,1,9,2,4
7906,16170017544,3801,3801,owner occupied - occupied,1,1,1,4,1,1
7907,16170017549,2036,2044,owner occupied - occupied,1,1,1,6,3,2
7908,16170017554,612,612,housing association - occupied,4,2,1,9,2,4
7909,16170017562,2307,2383,private rented - occupied,2,1,1,4,1,1
7910,16170017568,1657,2042,private rented - occupied,2,1,1,8,2,3
7911,16170017575,646,646,local authority - occupied,3,2,1,2,1,1
7912,16170017580,560,560,housing association - occupied,4,2,1,4,1,1
7913,16170017582,3355,3366,owner occupied - occupied,1,1,1,7,3,4
7914,16170017583,888,903,local authority - occupied,3,2,1,8,2,3
7915,16170017597,1795,1804,private rented - occupied,2,1,1,1,1,1
7916,16170017599,6018,6039,owner occupied - occupied,1,1,1,7,3,4
7917,16170017603,665,665,housing association - occupied,4,2,1,7,3,4
7918,16170017606,827,830,owner occupied - occupied,1,1,1,9,2,4
7919,16170017607,7003,7810,private rented - occupied,2,1,1,10,3,4
7920,16170017627,1345,1375,private rented - occupied,2,1,1,7,3,4
7921,16170017629,464,481,local authority - occupied,3,2,1,9,2,4
7922,16170017630,1849,2011,private rented - occupied,2,1,1,8,2,3
7923,16170017637,786,804,local authority - occupied,3,2,1,2,1,1
7924,16170017638,572,604,private rented - occupied,2,1,1,2,1,1
7925,16170017639,806,806,local authority - occupied,3,2,1,10,3,4
7926,16170017641,492,553,private rented - occupied,2,1,1,9,2,4
7927,16170017644,502,502,local authority - occupied,3,2,1,4,1,1
7928,16170017646,3315,3323,owner occupied - occupied,1,1,1,9,2,4
7929,16170017651,2251,2259,owner occupied - occupied,1,1,1,7,3,4
7930,16170017654,1080,1116,private rented - occupied,2,1,1,4,1,1
7931,16170017656,622,648,private rented - occupied,2,1,1,7,3,4
7932,16170017663,1176,1176,owner occupied - occupied,1,1,1,4,1,1
7933,16170017681,2034,2034,owner occupied - occupied,1,1,1,10,3,4
7934,16170017684,815,829,local authority - occupied,3,2,1,8,2,3
7935,16170017686,493,494,housing association - occupied,4,2,1,10,3,4
7936,16170017691,8449,8455,owner occupied - occupied,1,1,1,10,3,4
7937,16170017704,668,672,local authority - occupied,3,2,1,6,3,2
7938,16170017711,1598,1603,owner occupied - occupied,1,1,1,9,2,4
7939,16170017716,1648,1654,owner occupied - occupied,1,1,1,7,3,4
7940,16170017718,480,536,private rented - occupied,2,1,1,10,3,4
7941,16170017724,1483,1488,owner occupied - occupied,1,1,1,7,3,4
7942,16170017725,409,409,housing association - occupied,4,2,1,2,1,1
7943,16170017738,2792,2799,owner occupied - occupied,1,1,1,9,2,4
7944,16170017740,4256,4271,owner occupied - occupied,1,1,1,7,3,4
7945,16170017742,1416,1417,owner occupied - occupied,1,1,1,1,1,1
7946,16170017744,1386,1507,private rented - occupied,2,1,1,8,2,3
7947,16170017748,667,690,housing association - occupied,4,2,1,8,2,3
7948,16170017755,2950,2960,owner occupied - occupied,1,1,1,7,3,4
7949,16170017756,2080,2084,owner occupied - occupied,1,1,1,8,2,3
7950,16170017759,1813,1813,owner occupied - occupied,1,1,1,5,3,2
7951,16170017763,4711,4727,owner occupied - occupied,1,1,1,7,3,4
7952,16170017764,695,718,private rented - occupied,2,1,1,4,1,1
7953,16170017767,3191,3297,private rented - occupied,2,1,1,4,1,1
7954,16170017776,484,492,local authority - occupied,3,2,1,8,2,3
7955,16170017779,3293,3302,owner occupied - occupied,1,1,1,9,2,4
7956,16170017784,938,941,owner occupied - occupied,1,1,1,7,3,4
7957,16170017799,531,546,housing association - occupied,4,2,1,6,3,2
7958,16170017801,2933,2944,owner occupied - occupied,1,1,1,6,3,2
7959,16170017802,1455,1516,private rented - occupied,2,1,1,7,3,4
7960,16170017808,783,880,private rented - occupied,2,1,1,9,2,4
7961,16170017809,2804, ,private rented - vacant,2,1,2,7,3,4
7962,16170017814,2690,2690,owner occupied - occupied,1,1,1,7,3,4
7963,16170017816,677,677,owner occupied - occupied,1,1,1,2,1,1
7964,16170017821,521,523,housing association - occupied,4,2,1,10,3,4
7965,16170017822,979,979,local authority - occupied,3,2,1,10,3,4
7966,16170017827,7157,7456,private rented - occupied,2,1,1,7,3,4
7967,16170017830,1780,1780,owner occupied - occupied,1,1,1,2,1,1
7968,16170017832,3050,3050,owner occupied - occupied,1,1,1,4,1,1
7969,16170017836,656,678,private rented - occupied,2,1,1,4,1,1
7970,16170017841,2046,2053,owner occupied - occupied,1,1,1,7,3,4
7971,16170017852,3686,3687,owner occupied - occupied,1,1,1,2,1,1
7972,16170017857,1513,1514,owner occupied - occupied,1,1,1,1,1,1
7973,16170017870,1354,1357,owner occupied - occupied,1,1,1,9,2,4
7974,16170017873,463,463,housing association - occupied,4,2,1,1,1,1
7975,16170017876,1231,1232,owner occupied - occupied,1,1,1,2,1,1
7976,16170017880,3189,3189,owner occupied - occupied,1,1,1,4,1,1
7977,16170017889,910,912,owner occupied - occupied,1,1,1,9,2,4
7978,16170017890,3789,4669,private rented - occupied,2,1,1,8,2,3
7979,16170017893,524,524,housing association - occupied,4,2,1,7,3,4
7980,16170017896,1989,1990,owner occupied - occupied,1,1,1,10,3,4
7981,16170017904,925,935,housing association - occupied,4,2,1,9,2,4
7982,16170017906,840,840,owner occupied - occupied,1,1,1,9,2,4
7983,16170017909,1370,1370,housing association - occupied,4,2,1,7,3,4
7984,16170017910,850,948,private rented - occupied,2,1,1,10,3,4
7985,16170017915,481,481,housing association - occupied,4,2,1,1,1,1
7986,16170017917,1283,1289,private rented - occupied,2,1,1,1,1,1
7987,16170017922,2356,2365,owner occupied - occupied,1,1,1,6,3,2
7988,16170017924,4218,4220,owner occupied - occupied,1,1,1,2,1,1
7989,16170017929,2811,2812,owner occupied - occupied,1,1,1,2,1,1
7990,16170017942,2118,2122,owner occupied - occupied,1,1,1,8,2,3
7991,16170017946,961,961,housing association - occupied,4,2,1,1,1,1
7992,16170017953,1061,1078,private rented - occupied,2,1,1,10,3,4
7993,16170017959,1110,1114,housing association - occupied,4,2,1,6,3,2
7994,16170017965,1170,1170,housing association - occupied,4,2,1,7,3,4
7995,16170017970,1050,1055,local authority - occupied,3,2,1,6,3,2
7996,16170017975,1201,1201,owner occupied - occupied,1,1,1,2,1,1
7997,16170017977,1402, ,private rented - vacant,2,1,2,8,2,3
7998,16170017978,3552,3555,owner occupied - occupied,1,1,1,10,3,4
7999,16170017980,1350,1352,owner occupied - occupied,1,1,1,8,2,3
8000,16170017981,2909,2909,housing association - occupied,4,2,1,2,1,1
8001,16170017982,1498,1498,owner occupied - occupied,1,1,1,4,1,1
8002,16170017987,1010,1010,housing association - occupied,4,2,1,4,1,1
8003,16170017993,565,565,local authority - occupied,3,2,1,8,2,3
8004,16170017995,1733,1948,private rented - occupied,2,1,1,9,2,4
8005,16170018002,684,691,housing association - occupied,4,2,1,9,2,4
8006,16170018005,1157,1157,owner occupied - occupied,1,1,1,5,3,2
8007,16170018014,1548,1599,private rented - occupied,2,1,1,4,1,1
8008,16170018015,2440,2440,owner occupied - occupied,1,1,1,5,3,2
8009,16170018027,537,537,local authority - occupied,3,2,1,4,1,1
8010,16170018028,5661,5664,owner occupied - occupied,1,1,1,1,1,1
8011,16170018037,817,817,owner occupied - occupied,1,1,1,4,1,1
8012,16170018046,2203,2224,owner occupied - occupied,1,1,1,8,2,3
8013,16170018049,2453,2453,local authority - occupied,3,2,1,10,3,4
8014,16170018052,1653,1654,owner occupied - occupied,1,1,1,10,3,4
8015,16170018056,586,589,housing association - occupied,4,2,1,5,3,2
8016,16170018078,567,578,local authority - occupied,3,2,1,7,3,4
8017,16170018080,4616,4618,owner occupied - occupied,1,1,1,2,1,1
8018,16170018085,2450,2451,owner occupied - occupied,1,1,1,2,1,1
8019,16170018087,1869,1869,owner occupied - occupied,1,1,1,4,1,1
8020,16170018101,3586,3598,owner occupied - occupied,1,1,1,7,3,4
8021,16170018102,476,480,private rented - occupied,2,1,1,7,3,4
8022,16170018104,1723,1728,owner occupied - occupied,1,1,1,9,2,4
8023,16170018109,1311,1426,private rented - occupied,2,1,1,8,2,3
8024,16170018113,498,560,private rented - occupied,2,1,1,9,2,4
8025,16170018124,705,792,private rented - occupied,2,1,1,9,2,4
8026,16170018125,2530,2531,owner occupied - occupied,1,1,1,2,1,1
8027,16170018126,1827,1832,owner occupied - occupied,1,1,1,9,2,4
8028,16170018130,1521,1521,owner occupied - occupied,1,1,1,4,1,1
8029,16170018136,1466,1466,owner occupied - occupied,1,1,1,5,3,2
8030,16170018139,1216,1216,owner occupied - occupied,1,1,1,2,1,1
8031,16170018145,3172,3174,owner occupied - occupied,1,1,1,10,3,4
8032,16170018146,1311,1366,private rented - occupied,2,1,1,7,3,4
8033,16170018150,973,989,local authority - occupied,3,2,1,8,2,3
8034,16170018154,829,840,local authority - occupied,3,2,1,1,1,1
8035,16170018155,1846,1849,owner occupied - occupied,1,1,1,8,2,3
8036,16170018156,5203,5203,owner occupied - occupied,1,1,1,4,1,1
8037,16170018164,945,997,private rented - occupied,2,1,1,2,1,1
8038,16170018165,1798,1798,owner occupied - occupied,1,1,1,5,3,2
8039,16170018169,1113,1113,owner occupied - occupied,1,1,1,4,1,1
8040,16170018170,740,740,housing association - occupied,4,2,1,1,1,1
8041,16170018178,959,996,housing association - occupied,4,2,1,4,1,1
8042,16170018180,3112,3123,owner occupied - occupied,1,1,1,7,3,4
8043,16170018182,1141,1159,private rented - occupied,2,1,1,5,3,2
8044,16170018183,5048,5051,owner occupied - occupied,1,1,1,10,3,4
8045,16170018194,3777,3777,owner occupied - occupied,1,1,1,7,3,4
8046,16170018195,3672,3673,owner occupied - occupied,1,1,1,2,1,1
8047,16170018196,1459,1464,owner occupied - occupied,1,1,1,7,3,4
8048,16170018200,961,972,housing association - occupied,4,2,1,9,2,4
8049,16170018206,7081,7100,owner occupied - occupied,1,1,1,9,2,4
8050,16170018210,1912,1919,owner occupied - occupied,1,1,1,6,3,2
8051,16170018213,8307,8307,local authority - occupied,3,2,1,4,1,1
8052,16170018219,542,542,local authority - occupied,3,2,1,10,3,4
8053,16170018224,2902,2904,owner occupied - occupied,1,1,1,10,3,4
8054,16170018228,1581,1585,owner occupied - occupied,1,1,1,9,2,4
8055,16170018237,926,929,owner occupied - occupied,1,1,1,9,2,4
8056,16170018245,1368,1413,private rented - occupied,2,1,1,4,1,1
8057,16170018247,2003,2003,owner occupied - occupied,1,1,1,2,1,1
8058,16170018250,327,327,local authority - occupied,3,2,1,4,1,1
8059,16170018251,545,545,local authority - occupied,3,2,1,5,3,2
8060,16170018270,1180,1229,private rented - occupied,2,1,1,7,3,4
8061,16170018273,1342,1346,owner occupied - occupied,1,1,1,9,2,4
8062,16170018274,1823,1823,owner occupied - occupied,1,1,1,5,3,2
8063,16170018276,1958,1964,owner occupied - occupied,1,1,1,9,2,4
8064,16170018281,451,451,local authority - occupied,3,2,1,4,1,1
8065,16170018286,1637,1692,private rented - occupied,2,1,1,4,1,1
8066,16170018291,766,775,housing association - occupied,4,2,1,9,2,4
8067,16170018296,1033,1078,private rented - occupied,2,1,1,9,2,4
8068,16170018298,1990,1990,local authority - occupied,3,2,1,10,3,4
8069,16170018300,1472,1472,owner occupied - occupied,1,1,1,5,3,2
8070,16170018304,2835,2835,local authority - occupied,3,2,1,8,2,3
8071,16170018305,1585,1590,owner occupied - occupied,1,1,1,7,3,4
8072,16170018312,792,792,owner occupied - occupied,1,1,1,9,2,4
8073,16170018313,1192,1193,owner occupied - occupied,1,1,1,10,3,4
8074,16170018317,1022,1054,private rented - occupied,2,1,1,4,1,1
8075,16170018319,1253,1295,private rented - occupied,2,1,1,4,1,1
8076,16170018320,2838,2839,owner occupied - occupied,1,1,1,2,1,1
8077,16170018321,865,868,owner occupied - occupied,1,1,1,7,3,4
8078,16170018324,685,685,local authority - occupied,3,2,1,4,1,1
8079,16170018334,868,877,housing association - occupied,4,2,1,9,2,4
8080,16170018335,1009,1010,owner occupied - occupied,1,1,1,10,3,4
8081,16170018341,588,606,private rented - occupied,2,1,1,4,1,1
8082,16170018343,2054,2060,owner occupied - occupied,1,1,1,9,2,4
8083,16170018349,1859,1859,local authority - occupied,3,2,1,4,1,1
8084,16170018366,4717,4717,owner occupied - occupied,1,1,1,5,3,2
8085,16170018367,1614,1614,owner occupied - occupied,1,1,1,2,1,1
8086,16170018368,1245,1273,owner occupied - occupied,1,1,1,8,2,3
8087,16170018376,757,757,housing association - occupied,4,2,1,1,1,1
8088,16170018378,2325,2362,private rented - occupied,2,1,1,5,3,2
8089,16170018382,4588,4595,owner occupied - occupied,1,1,1,8,2,3
8090,16170018386,1137,1137,owner occupied - occupied,1,1,1,2,1,1
8091,16170018387,2494,2494,owner occupied - occupied,1,1,1,4,1,1
8092,16170018389,1921,1922,owner occupied - occupied,1,1,1,1,1,1
8093,16170018390,534,562,housing association - occupied,4,2,1,7,3,4
8094,16170018394,4402,4445,owner occupied - occupied,1,1,1,8,2,3
8095,16170018396,1178,1182,owner occupied - occupied,1,1,1,7,3,4
8096,16170018398,1774,1774,owner occupied - occupied,1,1,1,4,1,1
8097,16170018401,977,1098,private rented - occupied,2,1,1,9,2,4
8098,16170018403,519,537,local authority - occupied,3,2,1,9,2,4
8099,16170018404,1396,1410,housing association - occupied,4,2,1,2,1,1
8100,16170018408,3857,3857,housing association - occupied,4,2,1,2,1,1
8101,16170018415,1652,1703,private rented - occupied,2,1,1,4,1,1
8102,16170018420,1402,1403,owner occupied - occupied,1,1,1,1,1,1
8103,16170018423,513,513,housing association - occupied,4,2,1,10,3,4
8104,16170018424,1618,1618,owner occupied - occupied,1,1,1,9,2,4
8105,16170018429,1377,1384,local authority - occupied,3,2,1,6,3,2
8106,16170018431,505,514,local authority - occupied,3,2,1,7,3,4
8107,16170018434,3795,3802,owner occupied - occupied,1,1,1,8,2,3
8108,16170018440,7856,7886,owner occupied - occupied,1,1,1,6,3,2
8109,16170018447,421,430,housing association - occupied,4,2,1,2,1,1
8110,16170018450,2178,2370,private rented - occupied,2,1,1,8,2,3
8111,16170018451,1425,1439,housing association - occupied,4,2,1,2,1,1
8112,16170018470,706,746,private rented - occupied,2,1,1,2,1,1
8113,16170018473,650,650,local authority - occupied,3,2,1,4,1,1
